8863.000000,13.695250
7912.000000,1.200961
11268.000000,0.680422
974.000000,6.795688
2155.000000,0.122506
31575.000000,0.038987
7331.000000,0.617924
50.000000,9.340000
163.000000,0.122699
2541.000000,1.046045
5815.000000,1.687704
26775.000000,0.217442
8141.000000,0.177497
9482.000000,0.099346
1310.000000,1.640458
4320.000000,0.110417
3974.000000,4.125566
28887.000000,0.539170
715.000000,0.973427
25498.000000,2.193113
2071.000000,0.669725
131.000000,117.137405
39482.000000,0.307406
678.000000,3.635693
499.000000,0.152305
20396.000000,0.451167
32064.000000,0.796220
11529.000000,0.000173
51949.000000,0.915687
4153.000000,0.862268
3856.000000,1.271784
6065.000000,3.934048
4309.000000,0.054537
157.000000,0.726115
80.000000,8.850000
27.000000,7.962963
19738.000000,1.176158
3755.000000,0.367244
773.000000,0.028461
8997.000000,0.350339
1283.000000,0.017927
3.000000,696.000000
386.000000,0.562176
2144.000000,17.008862
2378.000000,2.521447
35841.000000,0.828632
14.000000,1097.928571
12332.000000,2.097875
395.000000,0.592405
469.000000,0.518124
7493.000000,2.255972
6615.000000,0.099169
13102.000000,8.461609
3293.000000,0.151837
41800.000000,0.407249
530.000000,1.015094
8.000000,62.500000
2257.000000,1.954364
3250.000000,1.576923
438.000000,1.235160
3517.000000,1.156668
17478.000000,0.123584
1913.000000,0.391009
108.000000,4.981481
23850.000000,0.257317
19251.000000,0.533219
9627.000000,1.916485
43555.000000,0.108438
5819.000000,0.003093
51954.000000,0.050314
236.000000,6.131356
20604.000000,0.066735
29.000000,63.862069
8623.000000,0.432796
106.000000,65.235849
113.000000,16.035398
12462.000000,0.429305
318.000000,0.122642
5673.000000,3.092896
6999.000000,0.043435
10073.000000,0.175717
539.000000,5.150278
63.000000,2.634921
3623.000000,1.271874
16807.000000,0.789968
13296.000000,0.008123
349.000000,1.401146
3243.000000,1.917977
2132.000000,0.129925
54.000000,14.129630
10464.000000,0.287366
11394.000000,0.537388
4614.000000,0.110750
347.000000,0.072046
55.000000,201.909091
3113.000000,1.022808
3534.000000,1.716186
3203.000000,0.300343
32290.000000,0.240477
244.000000,6.979508
4192.000000,1.305582
2792.000000,2.761819
3689.000000,0.392518
22135.000000,1.092568
2513.000000,0.642260
15374.000000,0.212957
2279.000000,0.358491
5816.000000,3.573074
208.000000,0.091346
812.000000,0.099754
138.000000,2.913043
70.000000,4.642857
38187.000000,0.535313
815.000000,0.004908
4.000000,12.500000
15608.000000,2.002371
33668.000000,0.362243
10889.000000,0.315548
7291.000000,2.280071
4295.000000,0.547614
9483.000000,0.015396
14672.000000,5.594534
610.000000,0.431148
